frame_idx,marker_id,range_m,trans_err_m,rot_err_deg
32,201,0.7315351002377934,0.0063256610701861015,1.7582691643764379
32,301,0.7200954186008904,0.01070229580664677,5.254271813356195
32,302,0.7307780355584339,0.017741819591366448,13.124574616812922
32,304,0.7444882200019122,0.002804393849864892,6.411864501127294
32,303,0.7371025551441538,0.0016309240794953686,28.070060359954514
32,305,0.7607788238262815,0.0072882694326530904,2.7816171540613137
32,401,0.7636613794747124,0.0035246666455739637,41.562242344987794
32,402,0.7713470202719347,0.01017638459194141,43.914271277283774
33,202,0.7866701511819028,0.01057657533022251,6.222527352938651
33,201,0.7577185066656462,0.01527092333549682,2.8044230838644624
33,301,0.7277472598259107,0.00984147326325746,4.203721431430959
33,302,0.731063108070906,0.02218572062913814,12.024460557709574
33,304,0.747471645852576,0.005033271865195042,2.6260428176934307
33,303,0.7458990802204643,0.010836578443680911,6.472796123731044
33,305,0.7699997918723059,0.009092046382052342,42.61396891421582
33,402,0.7723998776748656,0.015887153591759694,42.44058908279395
33,401,0.7676334697648779,0.0055268268623709675,7.170444260670238
34,202,0.8259308680565852,0.052305203014190525,13.312630117526947
34,201,0.697867826947786,0.03313047960861458,10.547197108836055
34,301,0.7181052222002425,0.008817726283347493,5.914273689565335
34,302,0.7363168073690121,0.023044334007324703,9.9958019453087
34,304,0.7276788034433034,0.028597614018648677,12.873489254870837
34,303,0.718438584193669,0.0182286636791328,30.65763212180202
34,305,0.731444296478602,0.004833804019641135,17.238923633044315
34,401,0.7316323041565882,0.005223170508622473,36.655344583317934
35,202,0.8112742765453371,0.026939928061149827,9.127756069946722
35,201,0.7346407701872122,0.01291505966623392,3.509167386554823
35,301,0.7292325528917964,0.0064932353064075755,5.904509011097698
35,302,0.737895284646353,0.010779923477225999,16.483683861873626
35,304,0.7444597791529851,0.00244480954516141,3.2711120826244087
35,303,0.7395449845978058,0.006201664047758688,1.7911574460632707
35,305,0.7597969684921165,0.012263998400560586,11.13365386341097
35,402,0.7666260203614857,0.006228030884424821,33.93907311624236
35,401,0.7591303137856691,0.0212197125279636,10.875856791512597
36,202,0.7869282180500574,0.0024163867231478094,8.806107258788597
36,201,0.7463006505321753,0.004636128846048534,3.0472090413057913
36,301,0.7210333813826041,0.011512343527234108,13.842589949146157
36,302,0.7248363324578592,0.01643795963729528,21.134307102265076
36,303,0.7364056132612433,0.009110515444226624,8.500568878990995
36,304,0.7381710857494191,0.002887475751059673,28.46281567643181
36,305,0.7595694151796315,0.013189219498026707,3.843298716978312
36,401,0.7559887975340012,0.0017484798066486212,41.303990905447385
36,402,0.762527339230591,0.018249977975079434,8.965042566342802
37,202,0.7908398789087905,0.018124861737595404,7.478671016950956
37,201,0.734968042153357,0.000974505443866487,0.7680160990667743
37,301,0.7204754485441864,0.006887498412050387,5.926520662570404
37,302,0.7260829962408405,0.012874529104099107,13.488287016759497
37,304,0.7317959062527156,0.0016811213400121541,23.08704891893219
37,303,0.7292752589705686,0.002239576796207947,21.466366090045607
37,305,0.7476367752216316,0.009986056308116716,1.0038502442902664
37,402,0.7513288194454181,0.016097373091666797,25.489332946064767
37,401,0.7445107676621608,0.007609790587118694,31.766849830590797
38,202,0.7910536202478611,0.0050451392691353205,7.748115048782952
38,201,0.759378735863805,0.011704145501416411,1.4120145479916357
38,301,0.7319688277297894,0.007739624055396135,4.13257117529307
38,302,0.7346343724962547,0.013729443658025822,13.733865132433547
38,304,0.7432720144323596,0.0017627692145073522,2.799599397291083
38,303,0.7431153165709695,0.004402180800110915,1.4210966510104124
38,305,0.7623476556808436,0.01566164881579611,1.6064513741038946
38,402,0.761364719459024,0.00300703123587897,37.74832930645259
38,401,0.7579114001956948,0.004591012643154231,7.049675150724924
39,202,0.8104263956294736,0.029622142458815462,10.069846736114618
39,201,0.7438164566478859,0.005199112907349996,2.912219797603723
39,301,0.7333167891339317,0.00873863372677378,5.355004886494939
39,302,0.7395960821455928,0.012041130351382334,15.818067210201203
39,304,0.742507883446227,0.0008116186008023,1.5930936787485326
39,303,0.7397941061089423,0.0013464877739189855,4.915425684785139
39,305,0.7570594117632196,0.0058350520124493006,1.9196800464714558
39,402,0.759164653762158,0.00976115045662296,29.83279229633754
39,401,0.7537556803792305,0.0064435204630945335,29.135831881440705
40,202,0.8014773602264157,0.014983617924402361,8.37959318299467
40,201,0.754841370483574,0.004136086191624629,0.694711794702069
40,301,0.7349591717615638,0.007972123832125307,6.524063542192383
40,302,0.739204972388525,0.010362719996449067,12.81906583338158
40,304,0.7449547759403592,0.0031451763400295123,22.00102796976094
40,303,0.7436893205704557,0.004536391535364389,1.7336365564255012
40,305,0.7620679357865102,0.011375269506038883,3.251184417432012
40,402,0.7624283333982756,0.005613043271882232,3.2579304522161334
40,401,0.757380157832007,0.0022517682951323113,31.209799665384843
41,202,0.8046101230613674,0.02812544129785159,8.699174589496373
41,201,0.7356494917477308,0.00612040029000457,3.285811353252671
41,301,0.7271482408119211,0.007881464387110383,8.182396840626273
41,302,0.7347079778393375,0.012140272331946774,12.82223592188562
41,304,0.7364419420111635,0.0010135387000834817,5.677472692246421
41,303,0.7327836970633063,0.0005382960848838032,18.824555218440715
41,305,0.7501263190043594,0.00715651864120415,0.4995139494236818
41,401,0.7470802108827185,0.006771019457372496,30.079851377622603
41,402,0.7535520986126677,0.009227901040863266,31.11365789677923
42,202,0.8108857236761213,0.041695304648954275,10.661839792028497
42,201,0.7140556614597285,0.01754101118905001,7.172504065970503
42,301,0.720344488417763,0.002239369963004699,6.3241577142741034
42,303,0.7222680845882472,0.004108986515562791,18.945484644779512
42,302,0.7317516987976006,0.008545377052998198,21.00698408331497
42,304,0.7283785885286018,0.012714552468926534,13.924076899644133
42,305,0.7368258419681415,0.0036539042453699678,1.199015533537643
42,401,0.7372694360730686,0.01151698280705808,25.170606850184285
42,402,0.7456085559002997,0.011060057162308724,37.4616574241501
43,202,0.7921486130286433,0.030256967515950355,8.815259822894102
43,201,0.7106242200155093,0.01912743820431203,4.317311520978647
43,301,0.7074065607412594,0.006111989407051598,5.323205025349796
43,302,0.71735552425563,0.00934962322500954,1.391519486151095
43,304,0.7223114283476417,0.0008378581865036069,5.500955377229735
43,305,0.7357387092375469,0.013241436200910773,20.833723898808397
43,303,0.7168916010874563,0.005685357542378052,1.8788710769254933
43,401,0.736785030722889,0.015870860718223224,9.964242263186438
43,402,0.7450566941397154,0.019928248225647788,29.158271018395062
44,201,0.7061573420599284,0.019218062725290273,4.483265548889561
44,202,0.7874387428663299,0.03477081665556723,7.222300071363668
44,301,0.7028825142636533,0.002615941471746768,5.839395702876755
44,302,0.7123840782781428,0.0027956659685253243,10.369147397294867
44,305,0.7357830719423618,0.013382431272741496,18.891900125698406
44,303,0.7154941929635626,0.009310751347419157,12.59366647068722
44,304,0.7204230747108776,0.0021007258337786385,5.554426708950696
44,402,0.7432498521290899,0.021429280599583253,12.435905008204532
45,201,0.7372314712287784,0.0030302575326326495,0.9300971149163721
45,202,0.775394584078591,0.008809618059591994,5.321308766099379
45,301,0.7084825095699002,0.008859152587640298,3.4265341907121876
45,302,0.7115699325120443,0.010069364257725312,5.905981285719773
45,303,0.729564536933965,0.0043790545156128105,1.3119443401822546
45,304,0.7313317108216238,0.0038926014853818175,6.0594212368176565
